SOURCE,type,trt_functional,order,replicates,insect_dens,insect_densSE,damagescore,damagescore_SE,application,app_SE,rate,cost,yield1,yield1_SE,yield2,yield2_SE,disease,dis_rating,disrating_SE,beneficial insect,beneficial insect value,beneficial insect_SE,,,,,,,,,,,,,,,
31,specialty,standard,lepidoptera,4,.,.,4,1.6,10,.,"varied between ""IPM' and ""standard""",1008,2998.6,78.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,standard,lepidoptera,4,.,.,5,2.5,9,.,"varied between ""IPM' and ""standard""",907.2,3010.7,108.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,standard,lepidoptera,4,.,.,33,4.4,9,.,"varied between ""IPM' and ""standard""",907.2,2891.6,83.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,standard,lepidoptera,4,.,.,20,5.9,8,.,"varied between ""IPM' and ""standard""",806.4,2953,115.1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,threshold,lepidoptera,4,.,.,5,1,4,.,"varied between ""IPM' and ""standard""",256.38,3117,93.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,threshold,lepidoptera,4,.,.,38,2.6,3,.,"varied between ""IPM' and ""standard""",142.08,2872.8,107.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,threshold,lepidoptera,4,.,.,9,3.8,3,.,"varied between ""IPM' and ""standard""",180.38,2915.6,229.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
31,specialty,threshold,lepidoptera,4,.,.,39,6.6,4,.,"varied between ""IPM' and ""standard""",353.36,3077.5,159.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,control,numerous,4,.,.,4.5,0.4,0,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,166,58.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,control,numerous,4,.,.,46.7,2.5,0,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,8,26.8,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,control,numerous,4,.,.,74.3,2.8,0,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,335,31.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,standard,numerous,4,.,.,3.5,0.4,5,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,588,58.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,standard,numerous,4,.,.,5,2.5,5,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,425,26.8,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,standard,numerous,4,.,.,17.8,2.8,4,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,1834,31.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,threshold,numerous,4,.,.,3,0.4,3,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,676,58.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,threshold,numerous,4,.,.,9.1,2.5,2,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,440,26.8,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
32,field,threshold,numerous,4,.,.,29.8,2.8,2,.,"~  0.61 ha- ~, equivalent to ~  10g.a.i. cyhalothrin and 21 g.a.i, dimethoate ha- ",.,1670,31.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,control,hemiptera,4,82.37,.,.,.,0,.,25 % demeton-S-methyl at 533 ml ha–,0,0.206,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,control,hemiptera,4,72.68,.,.,.,0,.,25 % demeton-S-methyl at 533 ml ha–,0,0.18,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,standard,hemiptera,4,0.01,.,.,.,7,.,25 % demeton-S-methyl at 533 ml ha–,48.86,0.661,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,standard,hemiptera,4,0.04,.,.,.,7,.,25 % demeton-S-methyl at 533 ml ha–,50.61,0.665,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,threshold,hemiptera,4,2.98,.,.,.,4,.,25 % demeton-S-methyl at 533 ml ha–,27.92,0.489,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
33,field,threshold,hemiptera,4,18.01,.,.,.,4,.,25 % demeton-S-methyl at 533 ml ha–,28.92,0.554,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,control,coleoptera,3,.,.,96.77419355,1.885,0,.,15 g a.i/ha,.,635.29,3.1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,control,coleoptera,3,.,.,97.78401122,2.66,0,.,15 g a.i/ha,.,638.4,4.32,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,standard,coleoptera,3,.,.,51.50070126,2.67,8,.,15 g a.i/ha,.,1585.12,5.04,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,standard,coleoptera,3,.,.,54.69845722,7.48,8,.,15 g a.i/ha,.,1591.34,7.68,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,threshold,coleoptera,3,.,.,19.6914446,2.98,4,.,15 g a.i/ha,.,1395.15,2.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
34,field,threshold,coleoptera,3,.,.,17.50350631,5.39,4,.,15 g a.i/ha,.,1382.69,5.52,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,control,lepidoptera,6,15.75,.,4.02,.,0,.,"varied between ""IPM' and ""standard""",0,4.93,.,27,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,control,lepidoptera,6,10.33,.,3.59,.,0,.,"varied between ""IPM' and ""standard""",0,4.81,.,38.33,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,control,lepidoptera,6,21.04,.,2.21,.,0,.,"varied between ""IPM' and ""standard""",0,4.1,.,87.33,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,control,lepidoptera,6,58.98,.,3.98,.,0,.,"varied between ""IPM' and ""standard""",0,5.47,.,26.67,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,standard,lepidoptera,6,5.06,.,2.67,.,2.67,.,"varied between ""IPM' and ""standard""",87.05,4.49,.,63.33,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,standard,lepidoptera,6,10.46,.,1.53,.,7,.,"varied between ""IPM' and ""standard""",302.04,4.28,.,96.33,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,standard,lepidoptera,6,11.41,.,1.89,.,3,.,"varied between ""IPM' and ""standard""",129.88,4.79,.,91,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,standard,lepidoptera,6,39.29,.,2.36,.,3,.,"varied between ""IPM' and ""standard""",97.8,5.58,.,82.17,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,threshold,lepidoptera,6,4.29,.,1.17,.,4,.,"varied between ""IPM' and ""standard""",227.85,4.59,.,97.83,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,threshold,lepidoptera,6,1.46,.,1.47,.,1,.,"varied between ""IPM' and ""standard""",93.68,4.91,.,96,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,threshold,lepidoptera,6,3.44,.,2.12,.,3,.,"varied between ""IPM' and ""standard""",202.33,5.15,.,81.83,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
35,specialty,threshold,lepidoptera,6,4.08,.,1.13,.,4,.,"varied between ""IPM' and ""standard""",256.35,6.36,.,99,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
36,specialty,control,hemiptera,4,46.93,6.66,10.62,1.52,0,.,"varied between ""IPM' and ""standard""",.,13.82,0.7,89.33,4.66,viruses,12.53,3.21,predator average,6.78,0.73,,,,,,,,,,,,,,,
36,specialty,standard,hemiptera,4,17.8,2.73,3.35,0.63,32.25,1.65,"varied between ""IPM' and ""standard""",.,55.05,4.3,109.28,9.12,viruses,4.19,1.15,predator average,5.17,0.53,,,,,,,,,,,,,,,
36,specialty,threshold,hemiptera,4,29.43,4.49,3.72,0.85,10.25,0.25,"varied between ""IPM' and ""standard""",.,61.21,4.1,113.69,7.56,viruses,3.01,0.7,predator average,6.7,0.52,,,,,,,,,,,,,,,
37,specialty,control,lepidoptera,3,11.67,1.41,87.33,4.08,0,.,200ml/ha,.,8571,5209.83,0.23,0.11,.,.,.,.,.,.,,,,,,,,,,,,,,,
37,specialty,control,lepidoptera,3,15.67,1.53,94,13.8,0,.,200ml/ha,.,6932,3151.56,0.18,0.08,.,.,.,.,.,.,,,,,,,,,,,,,,,
37,specialty,standard,lepidoptera,3,0,1.41,0,4.08,16,.,200ml/ha,.,34787,5209.83,0.92,0.11,.,.,.,.,.,.,,,,,,,,,,,,,,,
37,specialty,standard,lepidoptera,3,0,1.53,0,13.8,18,.,200ml/ha,.,35039,3151.56,0.93,0.08,.,.,.,.,.,.,,,,,,,,,,,,,,,
37,specialty,threshold,lepidoptera,3,3.33,1.41,23,4.08,8,.,200ml/ha,.,25912,5209.83,0.43,0.11,.,.,.,.,.,.,,,,,,,,,,,,,,,
37,specialty,threshold,lepidoptera,3,3,1.53,19,13.8,10,.,200ml/ha,.,26902,3151.56,0.4,0.08,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,control,lepidoptera,4,.,.,8,1.7,0,.,.,0,18.5,1.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,control,lepidoptera,4,.,.,25.9,4,0,.,.,.,6.5,1.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,control,lepidoptera,4,.,.,26.1,4.4,0,.,.,.,9.2,2.6,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,control,lepidoptera,4,.,.,52.7,6.1,0,.,.,.,12.7,4.6,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,standard,lepidoptera,4,.,.,0.1,0.1,9,.,.,206.96,20.5,1.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,standard,lepidoptera,4,.,.,3.6,0.7,6,.,.,.,16,7.6,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,standard,lepidoptera,4,.,.,8.3,2,9,.,.,.,12.8,8.1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,standard,lepidoptera,4,.,.,13.3,3.6,8,.,.,.,19.4,7.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,0.6,0.3,2,.,.,45.99,22.7,2.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,1,0.4,2,.,.,.,21.5,1.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,1.9,0.6,3,.,.,.,15.9,4.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,2.7,1.2,4,.,.,.,25.3,9.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,3.7,1.5,4,.,.,.,14.8,4.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
38,specialty,threshold,lepidoptera,4,.,.,6.4,2.5,4,.,.,.,18.8,7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,100,.,135.3,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,22.8,.,9.1,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,0,.,0.2,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,80,.,85.7,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,5,.,7.5,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,control,hemiptera,6,35,.,12.9,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,0,.,0,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,0,.,0,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,10,.,4.8,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,3.1,.,0.5,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,2.5,.,0.6,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,standard,hemiptera,6,0,.,0.3,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,0,.,0.1,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,5,.,7.5,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,7.5,.,1,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,0,.,0.4,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,2.5,.,1,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
39,specialty,threshold,hemiptera,6,0,.,0.2,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
40,field,control,hemiptera,5,0.142857143,.,.,.,0,.,0.09,.,3.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
40,field,standard,hemiptera,5,0.125,.,.,.,3,.,0.09,.,3.9,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
40,field,threshold,hemiptera,5,11.375,.,.,.,1,.,0.09,.,4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
41,specialty,control,lepidoptera,4,.,.,9.95,.,0,.,not detailed,.,1.58,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
41,specialty,standard,lepidoptera,4,.,.,4.8,.,5,.,not detailed,.,2.19,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
41,specialty,threshold,lepidoptera,4,.,.,5.04,.,3,.,not detailed,.,2.18,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,control,hemiptera,6,3,.,.,.,0,.,.,.,.,.,.,.,.,.,.,syrphid larvae,9.125,.,,,,,,,,,,,,,,,
42,specialty,control,hemiptera,6,1.35,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,control,hemiptera,6,3.283333333,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,7,.,,,,,,,,,,,,,,,
42,specialty,control,hemiptera,6,16.95714286,.,.,.,0,.,.,.,63,.,.,.,4.3,% tuber infected,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,standard,hemiptera,6,1.075,.,.,.,7,.,.,.,.,.,.,.,.,.,.,syrphid larvae,5.375,.,,,,,,,,,,,,,,,
42,specialty,standard,hemiptera,6,1,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,standard,hemiptera,6,1.2,.,.,.,5,.,.,.,.,.,.,.,.,.,.,.,3.2,.,,,,,,,,,,,,,,,
42,specialty,standard,hemiptera,6,0,.,.,.,9,.,.,.,50,.,.,.,6.4,% tuber infected,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,1.7,.,.,.,1,.,.,.,.,.,.,.,.,.,.,syrphid larvae,8.075,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,1.7,.,.,.,1,.,.,.,.,.,.,.,.,.,.,syrphid larvae,9.55,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,1.05,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,1.15,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,6.6,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,2.366666667,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,8.75,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,1.414285714,.,.,.,1,.,.,.,55.5,.,.,.,3.2,% tuber infected,.,.,.,.,,,,,,,,,,,,,,,
42,specialty,threshold,hemiptera,6,3.685714286,.,.,.,1,.,.,.,59.4,.,.,.,7.3,% tuber infected,.,.,.,.,,,,,,,,,,,,,,,
43,field,control,hemiptera,3,.,.,13.7,2.2,0,.,.,.,3267.2,96.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
43,field,standard,hemiptera,3,.,.,4.8,2.3,4,.,.,.,3678.9,76.6,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
43,field,threshold,hemiptera,3,.,.,4.5,2.5,2,.,.,.,3812.5,96.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
44,field,control,hemiptera,4,9.72,2.12,.,.,0,.,.,.,869.28,155.563,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
44,field,standard,hemiptera,4,3.56,1.362,.,.,6,.,.,.,1082.78,173.86,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
44,field,threshold,hemiptera,4,5.39,1.25,.,.,4,.,.,.,985.18,149.448,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
45,field,control,hemiptera,4,40.34,.,.,.,0,.,?,.,631.29,.,.,.,.,.,.,coccinellid larvae,2.56,.,,,,,,,,,,,,,,,
45,field,control,hemiptera,4,15.92,.,.,.,0,.,?,.,650.968,.,.,.,.,.,.,coccinellid larvae,0.978,.,,,,,,,,,,,,,,,
45,field,control,hemiptera,4,6.48,.,.,.,0,.,?,.,999.701,.,.,.,.,.,.,coccinellid larvae,0.162,.,,,,,,,,,,,,,,,
45,field,standard,hemiptera,4,21.965,.,.,.,2,.,?,.,718.92,.,.,.,.,.,.,coccinellid larvae,1.31,.,,,,,,,,,,,,,,,
45,field,standard,hemiptera,4,4.52,.,.,.,2,.,?,.,595.52,.,.,.,.,.,.,coccinellid larvae,0.2411,.,,,,,,,,,,,,,,,
45,field,standard,hemiptera,4,1.41,.,.,.,1,.,?,.,1001.49,.,.,.,.,.,.,coccinellid larvae,0.1176,.,,,,,,,,,,,,,,,
45,field,threshold,hemiptera,4,20.42,.,.,.,1,.,?,.,754.69,.,.,.,.,.,.,coccinellid larvae,1.07,.,,,,,,,,,,,,,,,
45,field,threshold,hemiptera,4,5.97,.,.,.,1,.,?,.,647.39,.,.,.,.,.,.,coccinellid larvae,0.3633,.,,,,,,,,,,,,,,,
45,field,threshold,hemiptera,4,4.08,.,.,.,2,.,?,.,1062.295,.,.,.,.,.,.,coccinellid larvae,0.1788,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,930,.,11.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,1051,.,71.7,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,834,.,12.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,1198,.,1.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,1091,.,7.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,924,.,3.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,647,.,1.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,593,.,35.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,control,hemiptera,5,.,.,.,.,0,.,.,.,693,.,1.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,2,.,.,.,1065,.,16,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,1,.,.,.,1035,.,10,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,11,.,.,.,1932,.,14.9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,10,.,.,.,1726,.,9.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,6,.,.,.,1292,.,4.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,5,.,.,.,1397,.,5.1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,7,.,.,.,1526,.,2.9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,5,.,.,.,1600,.,2.8,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,6,.,.,.,1252,.,4.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,4,.,.,.,1089,.,4.9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,4,.,.,.,882,.,2.9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,1,.,.,.,950,.,3.7,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,6,.,.,.,783,.,1.7,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,5,.,.,.,642,.,2.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,3,.,.,.,787,.,27.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,2,.,.,.,681,.,15.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,5,.,.,.,1109,.,1.1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
46,field,threshold,hemiptera,5,.,.,.,.,3,.,.,.,953,.,1.5,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,control,lepidoptera,4,.,.,2.26,.,0,.,0.05-0.1 kg AI/ha,.,.,.,72,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,control,lepidoptera,4,.,.,5.21,.,0,.,0.05-0.1 kg AI/ha,.,.,.,6.2,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,control,lepidoptera,4,.,.,3.83,.,0,.,0.05-0.1 kg AI/ha,.,.,.,9,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,standard,lepidoptera,4,.,.,1.21,.,4,.,0.05-0.1 kg AI/ha,.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,standard,lepidoptera,4,.,.,1.13,.,4,.,0.05-0.1 kg AI/ha,.,.,.,99,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,standard,lepidoptera,4,.,.,1.06,.,4,.,0.05-0.1 kg AI/ha,.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,threshold,lepidoptera,4,.,.,1.3,.,4,.,0.05-0.1 kg AI/ha,.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,threshold,lepidoptera,4,.,.,1.19,.,2,.,0.05-0.1 kg AI/ha,.,.,.,96,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
47,specialty,threshold,lepidoptera,4,.,.,1.06,.,3,.,0.05-0.1 kg AI/ha,.,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
48,specialty,control,thysanoptera,3,5.68,1.07,.,.,0,.,0.48 kg AI/ha,0,466,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
48,specialty,standard,thysanoptera,3,2.88,0.5,.,.,9,.,0.48 kg AI/ha,630,717,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
48,specialty,threshold,thysanoptera,3,1.89,0.18,.,.,7.7,.,0.48 kg AI/ha,539,789,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
49,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,.,.,.,.,Zebra chip disease,9.9,b,.,.,.,,,,,,,,,,,,,,,
49,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,.,.,.,.,Zebra chip disease,26,b,.,.,.,,,,,,,,,,,,,,,
49,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,.,.,.,.,Zebra chip disease,34,b,.,.,.,,,,,,,,,,,,,,,
49,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,.,.,.,.,Zebra chip disease,49,b,.,.,.,,,,,,,,,,,,,,,
49,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,.,.,.,.,Zebra chip disease,43,b,.,.,.,,,,,,,,,,,,,,,
49,specialty,standard,hemiptera,4,.,.,.,.,14,.,.,.,.,.,.,.,Zebra chip disease,1,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,standard,hemiptera,4,.,.,.,.,15,.,.,.,.,.,.,.,Zebra chip disease,11.7,ab,.,.,.,,,,,,,,,,,,,,,
49,specialty,standard,hemiptera,4,.,.,.,.,16,.,.,.,.,.,.,.,Zebra chip disease,0,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,standard,hemiptera,4,.,.,.,.,16,.,.,.,.,.,.,.,Zebra chip disease,5.7,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,standard,hemiptera,4,.,.,.,.,16,.,.,.,.,.,.,.,Zebra chip disease,5.9,ab,.,.,.,,,,,,,,,,,,,,,
49,specialty,threshold,hemiptera,4,.,.,.,.,5,.,.,.,.,.,.,.,Zebra chip disease,5.8,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,threshold,hemiptera,4,.,.,.,.,7,.,.,.,.,.,.,.,Zebra chip disease,3.9,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,threshold,hemiptera,4,.,.,.,.,8,.,.,.,.,.,.,.,Zebra chip disease,1.2,a,.,.,.,,,,,,,,,,,,,,,
